loc_rowid,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
1022,Radial Velocity,2007,W. M. Keck Observatory,422.90000000,13.200,1.180,861.31930,2.71000,2.060000,
1023,Radial Velocity,2002,Anglo-Australian Telescope,3.97097000,9.600,0.856,66.74430,0.21000,0.415000,
1024,Radial Velocity,2017,Multiple Observatories,415.40000000,13.000,1.160,1249.07190,3.93000,3.120000,
1025,Radial Velocity,2012,La Silla Observatory,5.73610000,4.120,0.368,15.90000,0.05000,1.250000,
1026,Radial Velocity,2021,Okayama Astrophysical Observatory,273.10000000,14.100,1.260,203.41018,0.64000,0.399000,
1027,Radial Velocity,2008,W. M. Keck Observatory,5.39792000,2.400,0.214,6.35660,0.02000,2.530000,826
1028,Radial Velocity,2015,W. M. Keck Observatory,15.29900000,2.720,0.243,7.86000,0.02473,2.150000,584
1029,Radial Velocity,2015,W. M. Keck Observatory,24.45100000,2.420,0.216,6.44000,0.02026,2.500000,499
1030,Radial Velocity,2011,McDonald Observatory,1807.00000000,13.600,1.220,425.89220,1.34000,0.930000,
1031,Radial Velocity,2001,Multiple Observatories,111.43670000,11.994,1.070,1392.09540,4.38000,5.080000,405
1032,Transit,2020,K2,0.71957300,1.613,0.144,5.60000,0.01762,7.400000,
1033,Radial Velocity,2021,Haute-Provence Observatory,1711.70000000,12.900,1.150,1544.64606,4.86000,3.950000,203
1034,Radial Velocity,2005,Multiple Observatories,1001.70001000,12.600,1.130,2301.07767,7.24000,6.320000,
1035,Radial Velocity,2007,Okayama Astrophysical Observatory,184.02000000,13.200,1.180,858.10000,2.70000,2.050000,
1036,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,1047.10000000,11.900,1.060,8613.19300,27.10000,28.100000,
1037,Radial Velocity,2011,W. M. Keck Observatory,705.00000000,13.300,1.190,740.54390,2.33000,1.730000,
1038,Radial Velocity,2003,La Silla Observatory,441.47000000,13.500,1.200,534.25000,1.68100,1.190000,
1039,Radial Velocity,2003,La Silla Observatory,220.07800000,13.400,1.200,622.60300,1.95900,1.420000,
1040,Radial Velocity,2019,Las Campanas Observatory,158.99100000,9.580,0.855,66.60000,0.20955,0.416000,
1041,Radial Velocity,2002,Multiple Observatories,2.98562800,14.100,1.250,127.76702,0.40200,0.250000,
1042,Radial Velocity,2022,Multiple Observatories,8241.00000000,13.600,1.210,476.74261,1.50000,1.040000,
1043,Radial Velocity,2010,La Silla Observatory,1313.00000000,14.000,1.250,216.12440,0.68000,0.433000,
1044,Radial Velocity,2009,La Silla Observatory,799.52000000,6.160,0.550,31.46517,0.09900,0.740000,
1045,Radial Velocity,2011,La Silla Observatory,58.43000000,1.720,0.153,3.60000,0.01100,3.890000,298
1046,Radial Velocity,2002,Haute-Provence Observatory,227.00000000,13.400,1.190,645.19490,2.03000,1.470000,
1047,Radial Velocity,2006,W. M. Keck Observatory,2.13784310,13.600,1.210,470.38840,1.48000,1.030000,
1048,Radial Velocity,2009,Las Campanas Observatory,1628.00000000,14.300,1.280,143.02350,0.45000,0.269000,176
1049,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.98442000,2.160,0.193,7.25000,0.02281,3.970000,1311
1050,Radial Velocity,2009,Lick Observatory,1475.00000000,12.700,1.130,2224.81000,7.00000,5.970000,
1051,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,1634.00000000,12.300,1.100,4513.00000,14.20000,13.300000,
1052,Radial Velocity,2016,Multiple Observatories,1270.00000000,13.000,1.160,1144.18800,3.60000,2.860000,
1053,Radial Velocity,2016,Apache Point Observatory,13.48100000,12.400,1.100,3941.09200,12.40000,11.400000,
1054,Radial Velocity,2009,Lick Observatory,2754.00000000,12.700,1.140,2005.49725,6.31000,5.380000,
1055,Radial Velocity,2004,W. M. Keck Observatory,3.41488400,13.800,1.230,324.18660,1.02000,0.678000,
1056,Radial Velocity,2009,Lick Observatory,2166.00000000,13.400,1.190,670.62130,2.11000,1.530000,
1057,Transit,2018,K2,11.81430000,7.398,0.660,34.96130,0.11000,0.471000,1089
1058,Radial Velocity,1999,Fred Lawrence Whipple Observatory,256.78000000,12.600,1.120,2653.88050,8.35000,7.290000,
1059,Radial Velocity,2009,La Silla Observatory,49.77000000,4.430,0.395,17.98000,0.05700,1.140000,
1060,Radial Velocity,2016,Multiple Observatories,1179.00000000,13.700,1.230,352.79130,1.11000,0.754000,
1061,Radial Velocity,2000,Multiple Observatories,325.80300000,13.000,1.160,1195.04080,3.76000,2.990000,
1062,Radial Velocity,2019,La Silla Observatory,11611.29750000,13.000,1.160,1166.43610,3.67000,2.920000,
1063,Radial Velocity,2019,La Silla Observatory,10354.83750000,12.200,1.090,5364.97040,16.88000,16.200000,
1064,Radial Velocity,2005,La Silla Observatory,143.58000000,13.400,1.200,117.59000,0.37000,0.269000,
1065,Radial Velocity,2021,La Silla Observatory,7.34260000,1.880,0.168,4.20000,0.01321,3.470000,
1066,Radial Velocity,2021,La Silla Observatory,13.18000000,2.560,0.229,7.10000,0.02234,2.330000,
1067,Radial Velocity,2021,La Silla Observatory,45.85000000,2.890,0.258,8.70000,0.02737,1.980000,
1068,Radial Velocity,2009,Haute-Provence Observatory,30.05200000,14.000,1.250,222.47200,0.70000,0.446000,
1069,Radial Velocity,2009,Haute-Provence Observatory,192.90000000,13.400,1.200,578.42600,1.82000,1.320000,
1070,Radial Velocity,2018,W. M. Keck Observatory,1576.00000000,13.700,1.220,400.46580,1.26000,0.856000,
1071,Imaging,2013,Paranal Observatory,,12.900,1.150,1589.00000,5.00000,4.070000,1000
1072,Radial Velocity,2009,W. M. Keck Observatory,464.40000000,13.700,1.220,400.46580,1.26000,0.856000,
1073,Radial Velocity,2018,W. M. Keck Observatory,1785.00000000,13.100,1.170,1096.51350,3.45000,2.680000,
1074,Radial Velocity,2015,McDonald Observatory,482.00000000,12.400,1.110,3378.53290,10.63000,9.740000,
1075,Radial Velocity,2020,Las Campanas Observatory,55.08700000,3.890,0.347,42.44000,0.13353,3.980000,385
1076,Radial Velocity,2021,Haute-Provence Observatory,2172.00000000,12.700,1.130,2173.94630,6.84000,5.830000,156
1077,Radial Velocity,2021,Multiple Observatories,2946.00000000,3.760,0.335,13.60000,0.04279,1.410000,
1078,Radial Velocity,2015,Multiple Facilities,4375.00000000,13.000,1.160,1188.68420,3.74000,2.970000,
1079,Radial Velocity,2011,W. M. Keck Observatory,362.50000000,13.700,1.220,403.64410,1.27000,0.863000,
1080,Radial Velocity,2011,McDonald Observatory,647.29999000,12.100,1.080,6661.71680,20.96000,20.700000,
1081,Radial Velocity,2009,W. M. Keck Observatory,498.04000000,14.000,1.250,227.88411,0.71700,0.456000,
1082,Radial Velocity,2021,La Silla Observatory,8.12450000,2.930,0.261,8.90000,0.02800,1.940000,
1083,Radial Velocity,2021,La Silla Observatory,19.88000000,1.690,0.151,3.50000,0.01101,3.980000,
1084,Radial Velocity,2021,La Silla Observatory,103.50000000,3.610,0.322,12.70000,0.03996,1.480000,
1085,Radial Velocity,2021,Multiple Observatories,514.00000000,13.700,1.220,362.32620,1.14000,0.774000,
1086,Disk Kinematics,2019,Atacama Large Millimeter Array (ALMA),,13.300,1.180,794.57500,2.50000,1.860000,
1087,Radial Velocity,2010,W. M. Keck Observatory,9.48971160,2.120,0.189,8.30000,0.02611,4.800000,751
1088,Radial Velocity,2011,W. M. Keck Observatory,433.80000000,13.400,1.200,624.21812,1.96400,1.430000,
1089,Radial Velocity,2012,La Silla Observatory,6022.97250000,12.500,1.110,3082.93555,9.70000,8.670000,
1090,Radial Velocity,2018,W. M. Keck Observatory,968.80000000,13.300,1.190,740.54390,2.33000,1.730000,
1091,Radial Velocity,2005,W. M. Keck Observatory,439.29999000,14.300,1.280,139.84520,0.44000,0.263000,
1092,Radial Velocity,2021,Okayama Astrophysical Observatory,310.40000000,13.800,1.230,308.29355,0.97000,0.645000,
1093,Radial Velocity,2004,W. M. Keck Observatory,17.04310000,5.020,0.448,22.24810,0.07000,0.966000,
1094,Radial Velocity,2011,W. M. Keck Observatory,841.00000000,13.700,1.220,390.93090,1.23000,0.835000,
1095,Radial Velocity,2018,W. M. Keck Observatory,1278.00000000,12.800,1.140,1808.45270,5.69000,4.740000,
1096,Radial Velocity,2014,Multiple Observatories,184.20000000,12.600,1.120,2606.10000,8.20000,7.160000,
1097,Radial Velocity,2020,Multiple Observatories,55.19900000,3.640,0.325,12.90000,0.04059,1.470000,
1098,Radial Velocity,2015,Multiple Observatories,144.30000000,13.400,1.190,629.30340,1.98000,1.440000,
1099,Radial Velocity,2016,Haute-Provence Observatory,499.48000000,13.500,1.210,495.81480,1.56000,1.110000,
1100,Radial Velocity,2016,Haute-Provence Observatory,232.08000000,13.200,1.180,851.78440,2.68000,2.040000,
1101,Radial Velocity,2021,Multiple Observatories,1481.60000000,13.400,1.200,616.58711,1.94000,1.410000,
1102,Transit,2014,K2,9.12050000,2.466,0.220,12.71320,0.04000,4.170000,690
1103,Radial Velocity,2010,La Silla Observatory,57.43500000,13.200,1.180,114.41880,0.36000,0.273000,
1104,Radial Velocity,2005,W. M. Keck Observatory,6.67389200,13.000,1.160,1239.53700,3.90000,3.100000,
1105,Radial Velocity,2006,W. M. Keck Observatory,147.74700000,13.600,1.220,416.35730,1.31000,0.910000,
1106,Radial Velocity,2009,W. M. Keck Observatory,981.80000000,14.100,1.260,187.51970,0.59000,0.368000,
1107,Radial Velocity,2021,Cerro Tololo Inter-American Observatory,159.98600000,13.900,1.240,263.79758,0.83000,0.540000,
1108,Radial Velocity,2019,Las Campanas Observatory,41.51600000,3.610,0.322,12.70000,0.03996,1.480000,
1109,Radial Velocity,2020,Multiple Observatories,60.72200000,2.770,0.247,8.10000,0.02549,2.090000,
1110,Radial Velocity,2020,Multiple Observatories,3477.76800000,7.940,0.708,48.40000,0.15228,0.531000,
1111,Transit,2016,K2,15.57209800,2.900,0.259,8.75000,0.02750,1.970000,
1112,Transit,2016,K2,31.70648000,2.560,0.228,7.08000,0.02230,2.320000,
1113,Transit,2016,K2,1114.00000000,3.960,0.353,14.90000,0.04670,1.320000,
1114,Transit,2016,K2,131.00000000,5.510,0.492,26.00000,0.08190,0.854000,
1115,Transit,2016,K2,1084.00000000,10.200,0.910,74.00000,0.23300,0.383000,
1116,Radial Velocity,2020,Multiple Observatories,34.15000000,3.890,0.347,14.40000,0.04531,1.340000,
1117,Radial Velocity,2020,Multiple Observatories,17.81800000,5.110,0.456,22.90000,0.07205,0.943000,
1118,Radial Velocity,2009,La Silla Observatory,345.72000000,13.600,1.210,451.00000,1.42000,0.985000,
1119,Radial Velocity,2011,La Silla Observatory,9017.76000000,12.200,1.090,4780.16320,15.04000,14.500000,
1120,Radial Velocity,2019,Las Campanas Observatory,7.76000000,2.870,0.256,8.62000,0.02712,2.000000,
1121,Radial Velocity,2019,Las Campanas Observatory,15.14400000,3.570,0.318,12.44000,0.03914,1.500000,
1122,Radial Velocity,2021,Multiple Observatories,2574.90000000,13.000,1.160,1166.43025,3.67000,2.920000,
1123,Radial Velocity,2011,W. M. Keck Observatory,8.13520000,2.400,0.214,6.35660,0.02000,2.530000,
1124,Radial Velocity,2011,W. M. Keck Observatory,32.03000000,14.200,1.270,130.00000,0.40902,0.249000,
1125,Radial Velocity,2011,W. M. Keck Observatory,431.70000000,14.200,1.270,167.40000,0.52670,0.321000,
1126,Radial Velocity,2021,Cerro Tololo Inter-American Observatory,30.01400000,14.200,1.270,162.09249,0.51000,0.311000,
1127,Radial Velocity,2013,Multiple Observatories,124.60000000,12.500,1.120,2917.56000,9.18000,8.210000,
1128,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.98097340,22.754,2.030,1021.18779,3.21300,0.480000,1411
1129,Radial Velocity,2016,Haute-Provence Observatory,28.12500000,14.300,1.280,136.03124,0.42800,0.256000,
1130,Radial Velocity,2016,Haute-Provence Observatory,67.30000000,13.900,1.240,249.17872,0.78400,0.510000,
1131,Imaging,2017,Paranal Observatory,,16.814,1.500,2860.47000,9.00000,3.310000,1500
1132,Radial Velocity,2015,Multiple Observatories,1084.50000000,12.800,1.140,1906.98000,6.00000,5.000000,
1133,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.95950300,10.070,0.898,72.40000,0.22800,0.390000,1174
1134,Radial Velocity,2017,Multiple Observatories,2556.50000000,12.400,1.110,3527.91300,11.10000,10.200000,
1135,Radial Velocity,2015,Multiple Observatories,88.90000000,13.600,1.210,438.60540,1.38000,0.958000,
1136,Radial Velocity,2015,Multiple Observatories,2131.80000000,12.700,1.140,2002.20000,6.30000,5.370000,
1137,Radial Velocity,2009,La Silla Observatory,17337.50000000,12.500,1.120,2860.00000,9.00000,8.050000,
1138,Radial Velocity,2019,Las Campanas Observatory,87.19000000,4.550,0.406,18.80000,0.05915,1.100000,
1139,Radial Velocity,2016,Multiple Observatories,822.30000000,13.300,1.180,762.79200,2.40000,1.780000,
1140,Imaging,2021,Paranal Observatory,47000.00000000,22.418,2.000,7945.71018,25.00000,3.880000,2300
1141,Radial Velocity,2021,Multiple Observatories,926.40000000,13.500,1.200,568.91285,1.79000,1.270000,
1142,Imaging,2010,Gemini Observatory,,12.000,1.070,7300.00000,23.00000,23.200000,2700
1143,Imaging,2019,Paranal Observatory,,12.100,1.080,6515.51500,20.50000,20.200000,2450
1144,Radial Velocity,2009,W. M. Keck Observatory,111.70000000,13.400,1.190,667.41500,2.10000,1.520000,
1145,Radial Velocity,2016,Multiple Observatories,1560.20000000,12.800,1.140,1748.06500,5.50000,4.580000,
1146,Radial Velocity,2021,Cerro Tololo Inter-American Observatory,2.22400000,14.000,1.250,225.65817,0.71000,0.452000,
1147,Radial Velocity,2021,Multiple Observatories,453.90000000,13.400,1.200,622.94368,1.96000,1.420000,
1148,Radial Velocity,2013,Haute-Provence Observatory,5.05050000,13.700,1.230,346.43470,1.09000,0.740000,
1149,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.71305700,3.000,0.268,379.00000,1.19247,,1060
1150,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.28891000,2.740,0.244,20.00000,0.06293,5.300000,757
1151,Radial Velocity,2021,Multiple Observatories,16.84000000,3.120,0.278,9.90000,0.03115,1.790000,642
1152,Radial Velocity,2014,Multiple Observatories,1058.80000000,12.100,1.080,6356.30000,20.00000,19.700000,
1153,Imaging,2006,Spitzer Space Telescope,,11.777,1.051,6991.57000,21.99870,23.500000,
1154,Imaging,2016,Gemini Observatory,,12.442,1.110,9534.90000,30.00000,27.200000,1200
1155,Radial Velocity,2019,Multiple Observatories,27000.00000000,13.100,1.170,1026.59090,3.23000,2.510000,171
1156,Radial Velocity,1999,La Silla Observatory,302.79999000,13.300,1.190,721.47410,2.27000,1.690000,
1157,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.58599000,2.085,0.186,5.00000,0.01570,3.030000,1572
1158,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.97293000,1.939,0.173,4.42000,0.01390,3.330000,1326
1159,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.23000000,2.164,0.193,5.32000,0.01680,2.880000,1075
1160,Imaging,2008,Gemini Observatory,170000.00000000,13.000,1.200,2000.00000,7.00000,5.000000,1200
1161,Imaging,2008,Gemini Observatory,69000.00000000,13.000,1.200,3000.00000,10.00000,7.500000,1200
1162,Imaging,2008,W. M. Keck Observatory,37000.00000000,13.000,1.200,3000.00000,10.00000,7.500000,1300
1163,Imaging,2010,W. M. Keck Observatory,20815.60000000,13.115,1.170,3178.30000,10.00000,7.740000,1150
1164,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,2390.00000000,12.800,1.140,1875.19700,5.90000,4.910000,
1165,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,4368.00000000,12.900,1.150,1430.23500,4.50000,3.660000,
1166,Eclipse Timing Variations,2012,McDonald Observatory,4640.00000000,12.300,1.090,4602.90201,14.48228,13.600000,
1167,Radial Velocity,2018,La Silla Observatory,734.00000000,12.700,1.140,2002.32900,6.30000,5.370000,
1168,Transit,2015,K2,19.30440000,3.840,0.343,27.00000,0.08495,2.600000,703
1169,Transit,2016,K2,1.67390350,3.880,0.346,21.80000,0.06859,2.040000,1841
1170,Transit,2016,K2,14.67624290,2.000,0.178,4.66000,0.01470,3.200000,618
1171,Transit,2016,K2,9.91561500,1.300,0.116,2.24000,0.00705,5.600000,
1172,Transit,2016,K2,1.97419540,1.790,0.160,3.86000,0.01210,3.700000,798
1173,Transit,2017,K2,8.26699280,3.590,0.320,30.00000,0.09439,3.560000,928
1174,Transit,2017,K2,3.31395900,15.980,1.426,266.97720,0.84000,0.350000,1649
1175,Transit,2017,K2,4.73399900,5.330,0.476,59.40000,0.18689,2.220000,1360
1176,Transit,2015,K2,39.93767000,7.550,0.674,44.40000,0.14000,0.567000,734
1177,Transit,2017,K2,13.86387000,2.560,0.228,16.70000,0.05254,5.200000,575
1178,Transit,2017,K2,5.35180000,1.820,0.162,5.29000,0.01664,4.800000,1309
1179,Radial Velocity,2020,Multiple Observatories,15.67850000,3.370,0.301,11.30000,0.03555,1.620000,
1180,Transit,2017,K2,5.81768500,12.140,1.083,410.00070,1.29000,1.970000,1098
1181,Transit,2017,K2,11.39093110,10.447,0.932,638.83510,2.01000,3.080000,701
1182,Transit,2017,K2,20.27261500,12.060,1.076,266.97720,0.84000,0.820000,619
1183,Transit,2017,K2,4.65541100,0.690,0.062,0.25700,0.00081,4.300000,
1184,Transit,2017,K2,1.29160000,2.030,0.181,4.78000,0.01500,3.140000,868
1185,Transit,2017,K2,5.44401700,2.060,0.184,4.90000,0.01540,3.080000,537
1186,Transit,2017,K2,50.92092000,2.540,0.227,6.99000,0.02200,2.340000,
1187,Transit,2017,K2,7.72728300,2.530,0.226,6.94000,0.02180,2.350000,666
1188,Transit,2015,K2,8.28212000,2.330,0.208,6.04000,0.01900,2.620000,1003
1189,Transit,2017,K2,9.56274200,2.010,0.179,4.70000,0.01480,3.180000,
1190,Transit,2017,K2,5.18575390,7.520,0.671,44.10000,0.13900,0.570000,738
1191,Transit,2017,K2,2.21930230,1.160,0.103,1.65000,0.00521,5.810000,769
1192,Transit,2017,K2,30.95152400,2.760,0.246,8.05000,0.02530,2.100000,338
1193,Transit,2017,K2,6.41365100,2.900,0.259,8.75000,0.02750,1.970000,442
1194,Transit,2017,K2,21.75026400,2.180,0.194,5.39000,0.01700,2.860000,
1195,Transit,2017,K2,7.38565500,1.970,0.176,4.54000,0.01430,3.260000,601
1196,Transit,2017,K2,3.58816300,8.370,0.747,52.90000,0.16700,0.496000,809
1197,Transit,2017,K2,5.67581900,1.420,0.127,2.60000,0.00819,4.990000,
1198,Transit,2017,K2,8.23949300,1.040,0.093,1.12000,0.00352,5.470000,
1199,Transit,2015,K2,39.91488000,1.890,0.169,4.23000,0.01330,3.440000,511
1200,Transit,2017,K2,2.49412000,1.250,0.112,2.10000,0.00660,5.910000,
1201,Transit,2017,K2,0.36931100,1.500,0.134,6.30000,0.01982,7.700000,2062
1202,Transit,2017,K2,9.17510000,14.572,1.300,155.73670,0.49000,0.277000,1586
1203,Transit,2017,K2,3.07133000,1.340,0.120,2.36000,0.00742,5.390000,
1204,Transit,2017,K2,4.86784000,1.603,0.143,3.20000,0.01010,4.270000,
1205,Transit,2017,K2,11.02454000,2.003,0.179,4.67000,0.01470,3.190000,
1206,Transit,2019,K2,26.58410000,1.730,0.154,3.64000,0.01150,3.860000,296
1207,Transit,2017,K2,7.97529200,0.990,0.088,0.93700,0.00295,5.310000,553
1208,Transit,2017,K2,17.30713700,2.910,0.260,8.80000,0.02770,1.960000,425
1209,Transit,2017,K2,25.57506500,1.450,0.129,2.70000,0.00849,4.870000,373
1210,Transit,2017,K2,0.17971900,0.640,0.057,158.91500,0.50000,,1471
1211,Transit,2017,K2,2.35309000,1.510,0.135,3.10000,0.00975,4.900000,1157
1212,Transit,2017,K2,3.56004000,2.299,0.205,6.31000,0.01985,2.800000,1012
1213,Transit,2017,K2,5.40479000,2.390,0.213,7.92000,0.02492,3.100000,888
1214,Transit,2017,K2,8.26146000,3.390,0.302,12.97000,0.04081,1.800000,757
1215,Transit,2017,K2,12.75758000,2.904,0.259,1.63000,0.00513,0.400000,653
1216,Transit,2021,K2,41.96797000,3.013,0.269,4.32000,0.01359,0.900000,445
1217,Transit,2017,K2,28.38061900,9.110,0.813,123.00021,0.38700,0.910000,524
1218,Transit,2015,K2,8.36802000,4.810,0.429,20.70000,0.06500,1.020000,488
1219,Transit,2017,K2,6.56918800,13.563,1.210,295.58042,0.93000,0.660000,962
1220,Transit,2018,K2,0.28032440,1.510,0.135,5.08000,0.01598,8.200000,2039
1221,Transit,2018,K2,7.74850000,7.000,0.624,7.40000,0.02328,,
1222,Transit,2018,K2,2.64460000,2.050,0.183,5.77000,0.01816,3.690000,534
1223,Transit,2019,K2,4.00498000,2.190,0.195,7.49000,0.02358,3.920000,
1224,Transit,2018,K2,0.96191800,0.730,0.065,0.31500,0.00099,4.450000,
1225,Transit,2018,K2,4.38395000,1.330,0.119,2.33000,0.00733,5.440000,
1226,Transit,2018,K2,6.92260000,1.730,0.154,3.64000,0.01150,3.860000,
1227,Transit,2018,K2,9.75790000,1.640,0.146,3.33000,0.01050,4.150000,
1228,Transit,2018,K2,11.33200000,1.640,0.146,3.33000,0.01050,4.150000,
1229,Transit,2015,K2,11.81040000,2.480,0.221,6.71000,0.02110,2.420000,676
1230,Transit,2018,K2,10.59357000,2.000,0.178,4.66000,0.01470,3.200000,
1231,Transit,2018,K2,3.83547600,1.490,0.133,2.83000,0.00889,4.700000,566
1232,Transit,2018,K2,32.64790000,2.290,0.204,5.86000,0.01840,2.680000,337
1233,Transit,2018,K2,7.51574000,2.000,0.178,4.66000,0.01470,3.200000,497
1234,Transit,2018,K2,3.67626000,1.990,0.178,4.62000,0.01450,3.220000,715
1235,Transit,2018,K2,7.95486000,2.070,0.185,4.94000,0.01550,3.060000,552
1236,Transit,2018,K2,6.34200000,1.800,0.161,3.89000,0.01230,3.670000,708
1237,Transit,2018,K2,13.85000000,2.600,0.232,7.27000,0.02290,2.270000,583
1238,Transit,2018,K2,40.71800000,1.900,0.170,4.27000,0.01340,3.420000,381
1239,Transit,2018,K2,0.81314300,1.100,0.098,1.37000,0.00430,5.660000,1347
1240,Transit,2018,K2,0.36526100,1.000,0.089,0.97200,0.00306,5.340000,
1241,Transit,2018,K2,10.06049000,2.640,0.236,7.46000,0.02350,2.230000,794
1242,Transit,2018,K2,5.90279000,1.280,0.114,2.18000,0.00687,5.710000,948
1243,Transit,2018,K2,12.42205000,2.260,0.202,5.73000,0.01800,2.730000,684
1244,Transit,2015,K2,7.61880000,2.020,0.180,4.74000,0.01490,3.160000,658
1245,Transit,2015,K2,19.07863000,2.540,0.227,6.99000,0.02200,2.340000,485
1246,Transit,2018,K2,3.70587100,3.178,0.284,10.20000,0.03220,1.750000,
1247,Transit,2018,K2,9.28318800,6.117,0.546,31.10000,0.09780,0.747000,
1248,Transit,2018,K2,9.45889000,1.440,0.128,2.67000,0.00839,4.910000,631
1249,Transit,2018,K2,6.67311700,2.466,0.220,6.65000,0.02090,2.440000,
1250,Transit,2018,K2,17.35506600,3.249,0.290,10.60000,0.03340,1.700000,
1251,Transit,2018,K2,2.35499200,1.274,0.114,2.17000,0.00682,5.760000,
1252,Transit,2018,K2,4.38274500,1.554,0.139,3.03000,0.00955,4.440000,
1253,Transit,2018,K2,14.10136100,2.648,0.236,7.50000,0.02360,2.220000,
1254,Transit,2018,K2,8.52695000,2.190,0.195,5.43000,0.01710,2.840000,1140
1255,Transit,2018,K2,9.97857000,2.264,0.202,5.75000,0.01810,2.720000,1131
1256,Transit,2018,K2,15.85230000,1.860,0.166,4.12000,0.01300,3.520000,766
1257,Transit,2018,K2,6.38080300,1.273,0.114,2.16000,0.00681,5.750000,
1258,Transit,2015,K2,17.96753000,2.230,0.199,5.60000,0.01760,2.770000,487
1259,Transit,2018,K2,7.57654400,1.418,0.127,2.60000,0.00817,5.010000,
1260,Transit,2018,K2,12.40004700,1.802,0.161,3.90000,0.01230,3.660000,
1261,Transit,2018,K2,5.62846600,2.687,0.240,7.69000,0.02420,2.180000,
1262,Transit,2018,K2,14.31694100,1.666,0.149,3.42000,0.01070,4.060000,
1263,Transit,2018,K2,29.62682000,3.206,0.286,10.40000,0.03260,1.730000,
1264,Transit,2018,K2,5.86869900,1.608,0.143,3.22000,0.01010,4.250000,
1265,Transit,2018,K2,19.56230700,2.600,0.232,7.27000,0.02290,2.270000,455
1266,Transit,2018,K2,9.52598800,2.038,0.182,4.81000,0.01510,3.120000,
1267,Transit,2018,K2,5.32943900,1.491,0.133,2.83000,0.00890,4.690000,
1268,Transit,2018,K2,14.15518500,2.116,0.189,5.13000,0.01610,2.970000,
1269,Transit,2018,K2,8.74781800,3.558,0.317,12.40000,0.03900,1.510000,
1270,Transit,2018,K2,5.17219100,2.513,0.224,6.86000,0.02160,2.380000,
1271,Transit,2015,K2,32.93962300,2.370,0.211,8.92000,0.02807,4.110000,284
1272,Radial Velocity,2017,La Silla Observatory,8.96200000,2.650,0.236,7.51000,0.02363,2.220000,363
1273,Transit,2018,K2,8.86565110,2.520,0.225,11.44182,0.03600,5.600000,802
1274,Transit,2018,K2,6.89425600,2.840,0.253,8.45000,0.02660,2.030000,962
1275,Transit,2018,K2,4.73696830,2.690,0.240,20.00000,0.06293,5.600000,969
1276,Transit,2018,K2,0.46928500,1.100,0.098,1.37000,0.00430,5.660000,
1277,Transit,2018,K2,10.78799200,2.300,0.205,5.90000,0.01860,2.660000,787
1278,Transit,2018,K2,22.62034400,2.300,0.205,5.90000,0.01860,2.660000,615
1279,Transit,2018,K2,16.97801020,1.470,0.131,2.76000,0.00869,4.770000,533
1280,Transit,2018,K2,10.61638400,1.150,0.103,1.60000,0.00505,5.780000,809
1281,Transit,2018,K2,52.71349400,2.390,0.213,6.30000,0.01980,2.540000,477
1282,Transit,2018,K2,41.47421900,3.172,0.283,10.20000,0.03210,1.760000,
1283,Transit,2018,K2,0.77401000,1.200,0.107,1.87000,0.00588,5.950000,1815
1284,Transit,2018,K2,2.87151200,1.400,0.125,2.54000,0.00800,5.090000,1173
1285,Transit,2018,K2,7.14958400,2.400,0.214,6.35000,0.02000,2.520000,865
1286,Transit,2018,K2,13.60662900,1.900,0.170,4.27000,0.01340,3.420000,698
1287,Transit,2018,K2,1.74216900,1.350,0.120,2.39000,0.00752,5.340000,1692
1288,Transit,2018,K2,7.81025300,2.830,0.252,8.40000,0.02640,2.040000,1026
1289,Transit,2018,K2,2.58830900,1.520,0.136,2.92000,0.00920,4.570000,1197
1290,Transit,2018,K2,6.67919500,2.500,0.223,6.80000,0.02140,2.390000,872
1291,Transit,2015,K2,7.92220000,7.000,0.624,32.40000,0.10194,0.334000,854
1292,Transit,2015,K2,11.89930000,4.100,0.366,10.80000,0.03398,0.940000,745
1293,Transit,2016,K2,2.50810000,1.110,0.099,10.00000,0.03146,51.400000,1252
1294,Transit,2018,K2,10.09885800,1.357,0.121,2.41000,0.00758,5.300000,
1295,Transit,2018,K2,21.57402300,1.093,0.098,1.34000,0.00421,5.640000,
1296,Transit,2018,K2,2.85864600,1.579,0.141,3.12000,0.00981,4.360000,
1297,Transit,2018,K2,4.16281700,1.520,0.136,2.92000,0.00920,4.570000,939
1298,Transit,2018,K2,14.78688900,3.950,0.352,14.80000,0.04650,1.320000,739
1299,Transit,2018,K2,39.72138600,3.642,0.325,12.90000,0.04050,1.470000,
1300,Transit,2018,K2,15.85297500,3.130,0.279,9.96000,0.03130,1.780000,720
1301,Transit,2018,K2,28.48278600,2.576,0.230,7.16000,0.02250,2.300000,
